               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.031335,            0.020475,           0.0018085,             0.92892,             0.92137,             0.96977,             0.71099,            0.022897,            0.010324,           0.0013341,            0.003763,            0.003763,            0.003763
                 317,            0.033166,            0.023997,           0.0018556,             0.92332,             0.92363,             0.97156,             0.74019,            0.021564,            0.010204,           0.0013308,           0.0037432,           0.0037432,           0.0037432
                 318,            0.028883,            0.018621,           0.0017777,              0.9125,             0.94335,             0.97332,             0.74978,            0.021305,            0.010245,           0.0013147,           0.0037234,           0.0037234,           0.0037234
                 319,            0.034867,            0.027441,           0.0028481,             0.89029,             0.96074,             0.97481,             0.75496,            0.021341,            0.010266,           0.0012952,           0.0037036,           0.0037036,           0.0037036
                 320,            0.031232,            0.020819,           0.0017061,              0.9068,             0.95188,               0.976,              0.7489,            0.021573,            0.010231,           0.0012762,           0.0036838,           0.0036838,           0.0036838
                 321,            0.032695,            0.022049,           0.0026187,             0.90773,             0.94445,             0.97599,             0.74671,            0.021389,            0.010233,           0.0012757,            0.003664,            0.003664,            0.003664
                 322,               0.032,            0.022198,           0.0037964,             0.90205,              0.9461,             0.97526,             0.74792,            0.021234,            0.010312,           0.0012705,           0.0036442,           0.0036442,           0.0036442
                 323,            0.031491,            0.019951,           0.0016264,             0.89234,             0.95133,             0.97421,             0.75009,            0.021176,            0.010413,           0.0012653,           0.0036244,           0.0036244,           0.0036244
                 324,            0.030411,            0.018791,           0.0016324,             0.89452,             0.96118,             0.97417,             0.74793,            0.021557,             0.01041,           0.0012634,           0.0036046,           0.0036046,           0.0036046
                 325,            0.031985,            0.024324,           0.0020731,              0.8927,             0.95928,             0.97454,             0.73954,            0.021616,             0.01041,           0.0012466,           0.0035848,           0.0035848,           0.0035848
                 326,            0.031543,            0.020969,           0.0018779,             0.90174,              0.9621,             0.97507,             0.75029,            0.020971,             0.01032,           0.0012431,            0.003565,            0.003565,            0.003565
                 327,            0.029724,             0.01812,           0.0018696,             0.88933,              0.9715,             0.97517,             0.75775,             0.02149,            0.010166,           0.0012263,           0.0035452,           0.0035452,           0.0035452
                 328,            0.029234,            0.019324,           0.0015256,             0.90391,             0.95619,             0.97591,             0.75268,            0.021571,            0.010058,           0.0012153,           0.0035254,           0.0035254,           0.0035254
                 329,            0.030444,            0.017347,           0.0023541,             0.92832,             0.93812,               0.977,              0.7555,            0.021435,            0.010046,           0.0012118,           0.0035056,           0.0035056,           0.0035056
                 330,            0.031964,            0.023463,           0.0020739,             0.92511,             0.93886,             0.97782,              0.7513,            0.021644,            0.010107,           0.0012136,           0.0034858,           0.0034858,           0.0034858
                 331,            0.030097,            0.018016,           0.0016432,             0.90608,             0.95398,             0.97717,             0.75379,            0.021298,            0.010082,           0.0012156,            0.003466,            0.003466,            0.003466
                 332,            0.029788,            0.018496,           0.0015123,             0.90619,             0.95481,             0.97642,             0.73916,            0.021489,            0.010142,           0.0012013,           0.0034462,           0.0034462,           0.0034462
                 333,            0.031112,            0.019949,            0.001679,             0.90225,             0.97126,             0.97595,             0.75354,            0.021299,            0.010117,            0.001178,           0.0034264,           0.0034264,           0.0034264
                 334,            0.029654,            0.016102,           0.0013477,             0.88597,             0.98133,             0.97664,             0.75158,            0.021265,            0.010054,           0.0011595,           0.0034066,           0.0034066,           0.0034066
                 335,            0.030408,             0.01923,           0.0020363,             0.90682,             0.95608,             0.97815,             0.74872,            0.021592,           0.0099714,           0.0011465,           0.0033868,           0.0033868,           0.0033868
                 336,            0.031084,            0.018955,           0.0019377,             0.90206,             0.96028,             0.97665,             0.75118,            0.021031,           0.0099227,           0.0011233,            0.003367,            0.003367,            0.003367
                 337,            0.032012,             0.01886,           0.0014859,             0.89819,             0.94764,             0.97613,             0.74659,             0.02169,            0.010002,           0.0011145,           0.0033472,           0.0033472,           0.0033472
                 338,            0.029118,            0.017682,           0.0014728,             0.90301,              0.9383,             0.97542,             0.73655,             0.02213,            0.010026,           0.0011241,           0.0033274,           0.0033274,           0.0033274
                 339,            0.032644,            0.020404,           0.0014755,             0.88281,             0.95054,             0.97562,             0.75148,             0.02179,            0.010047,           0.0011427,           0.0033076,           0.0033076,           0.0033076
                 340,            0.030501,            0.020235,           0.0015657,             0.88342,             0.95587,             0.97765,             0.76196,             0.02097,           0.0099721,           0.0011501,           0.0032878,           0.0032878,           0.0032878
                 341,            0.032447,            0.021749,           0.0017122,             0.88356,              0.9644,             0.97829,             0.76375,            0.020852,           0.0099478,           0.0011449,            0.003268,            0.003268,            0.003268
                 342,            0.027574,            0.015904,           0.0015062,             0.89333,             0.94965,             0.97796,             0.75172,            0.021179,            0.009939,           0.0011507,           0.0032482,           0.0032482,           0.0032482
                 343,            0.031814,            0.021064,           0.0013307,             0.90507,             0.95679,             0.97888,             0.75254,            0.020914,           0.0098684,           0.0011413,           0.0032284,           0.0032284,           0.0032284
                 344,            0.030057,            0.018976,           0.0018599,             0.89684,              0.9644,             0.97907,             0.75093,            0.021008,            0.009855,           0.0011441,           0.0032086,           0.0032086,           0.0032086
                 345,            0.029696,             0.02208,           0.0029424,             0.90338,              0.9609,             0.97936,             0.75502,            0.020927,           0.0097992,           0.0011439,           0.0031888,           0.0031888,           0.0031888
                 346,            0.029079,            0.021115,           0.0022939,             0.90725,             0.95644,             0.97914,             0.75241,            0.021392,           0.0097651,             0.00114,            0.003169,            0.003169,            0.003169
                 347,            0.031558,            0.020656,           0.0026339,             0.90811,             0.96343,             0.97914,             0.74701,             0.02174,           0.0097349,           0.0011345,           0.0031492,           0.0031492,           0.0031492
                 348,              0.0294,            0.016126,           0.0016534,             0.91352,             0.95505,             0.97899,             0.74652,            0.021599,           0.0097384,           0.0011384,           0.0031294,           0.0031294,           0.0031294
                 349,            0.029707,            0.016752,           0.0014065,             0.91086,              0.9461,             0.97968,             0.74687,            0.020905,            0.009691,           0.0011421,           0.0031096,           0.0031096,           0.0031096
                 350,            0.032295,            0.017857,            0.001393,              0.9068,             0.95614,             0.97973,             0.75694,            0.020627,           0.0096982,           0.0011377,           0.0030898,           0.0030898,           0.0030898
                 351,            0.026766,            0.017775,           0.0018086,               0.917,             0.93782,             0.98078,              0.7634,            0.020671,           0.0096939,           0.0011223,             0.00307,             0.00307,             0.00307
                 352,            0.030035,            0.021928,           0.0015422,             0.92617,             0.93783,             0.98096,             0.76691,            0.020222,           0.0096071,           0.0010901,           0.0030502,           0.0030502,           0.0030502
                 353,            0.028998,            0.020491,           0.0025691,              0.9175,             0.94234,             0.98239,             0.75547,            0.020669,           0.0096188,            0.001069,           0.0030304,           0.0030304,           0.0030304
                 354,            0.028688,            0.019925,           0.0020096,             0.88838,             0.97879,             0.98214,             0.75506,            0.020636,           0.0096149,           0.0010539,           0.0030106,           0.0030106,           0.0030106
                 355,            0.029242,            0.018002,           0.0013905,             0.88788,             0.97738,             0.98153,             0.75124,            0.020654,           0.0095851,           0.0010341,           0.0029908,           0.0029908,           0.0029908
                 356,            0.028133,            0.019096,           0.0013662,             0.89147,             0.96461,             0.98188,             0.74042,            0.020588,           0.0096426,           0.0010201,            0.002971,            0.002971,            0.002971
                 357,            0.027922,            0.018035,           0.0013489,             0.88869,              0.9772,             0.98228,             0.76757,            0.020086,           0.0096483,           0.0010025,           0.0029512,           0.0029512,           0.0029512
                 358,            0.029316,            0.021212,           0.0018831,             0.88443,             0.97553,             0.98177,             0.75202,            0.020255,           0.0097346,          0.00099196,           0.0029314,           0.0029314,           0.0029314
                 359,            0.029646,            0.018527,           0.0013718,             0.88386,             0.96926,             0.98218,              0.7504,            0.020497,           0.0097737,           0.0009921,           0.0029116,           0.0029116,           0.0029116
                 360,            0.029929,            0.025306,            0.001752,             0.88344,             0.96572,             0.98325,             0.76511,            0.020166,           0.0096695,          0.00098331,           0.0028918,           0.0028918,           0.0028918
                 361,            0.025545,             0.01763,           0.0012347,             0.88687,             0.98143,             0.98338,             0.75967,              0.0208,           0.0096214,          0.00097578,            0.002872,            0.002872,            0.002872
                 362,            0.028972,             0.01903,           0.0013681,             0.88492,             0.98208,             0.98324,             0.76054,            0.020557,           0.0095806,          0.00097153,           0.0028522,           0.0028522,           0.0028522
                 363,            0.030728,            0.024078,           0.0021792,             0.93348,             0.93473,             0.98386,             0.76836,            0.020279,           0.0095301,          0.00097639,           0.0028324,           0.0028324,           0.0028324
                 364,            0.029788,            0.021198,           0.0012002,              0.9675,             0.92563,              0.9846,              0.7576,            0.020475,           0.0095439,          0.00097987,           0.0028126,           0.0028126,           0.0028126
                 365,            0.026718,            0.017202,            0.001267,              0.9456,             0.95099,             0.98451,             0.76343,             0.02041,           0.0095441,          0.00099021,           0.0027928,           0.0027928,           0.0027928
                 366,             0.02828,            0.018907,           0.0019244,             0.93799,             0.96037,             0.98429,             0.77316,            0.019576,           0.0094666,          0.00099258,            0.002773,            0.002773,            0.002773
                 367,            0.029025,            0.019278,           0.0014382,             0.93781,               0.962,             0.98343,             0.76672,            0.019931,           0.0094247,          0.00098815,           0.0027532,           0.0027532,           0.0027532
                 368,             0.02928,            0.019024,           0.0013212,             0.93166,             0.96235,             0.98375,             0.77326,            0.019615,           0.0093925,          0.00099544,           0.0027334,           0.0027334,           0.0027334
                 369,            0.031125,            0.021979,           0.0048709,             0.92703,             0.96162,             0.98444,             0.77875,            0.019997,           0.0094056,           0.0010027,           0.0027136,           0.0027136,           0.0027136
                 370,            0.028942,            0.021474,           0.0012216,              0.9276,             0.96048,             0.98455,             0.76051,            0.020149,           0.0094349,           0.0010041,           0.0026938,           0.0026938,           0.0026938
                 371,            0.029867,            0.018649,           0.0012419,             0.92638,             0.96621,             0.98443,             0.76227,            0.020477,             0.00945,           0.0010018,            0.002674,            0.002674,            0.002674
                 372,            0.028245,            0.016941,           0.0021601,             0.92542,             0.96438,             0.98384,             0.76386,            0.020109,           0.0094364,          0.00098844,           0.0026542,           0.0026542,           0.0026542
                 373,             0.02696,            0.015651,           0.0011761,              0.9234,             0.96788,             0.98303,             0.75615,             0.02011,           0.0094159,          0.00096941,           0.0026344,           0.0026344,           0.0026344
                 374,             0.02638,            0.016198,           0.0045177,             0.93093,             0.96255,             0.98209,             0.75346,            0.020024,           0.0094328,          0.00095524,           0.0026146,           0.0026146,           0.0026146
                 375,             0.02739,            0.018934,           0.0033178,             0.92747,             0.96525,             0.98169,             0.77283,            0.019678,           0.0093777,          0.00094921,           0.0025948,           0.0025948,           0.0025948
                 376,            0.030795,            0.017326,           0.0013632,               0.933,              0.9604,             0.98209,              0.7693,            0.019799,            0.009371,          0.00095227,            0.002575,            0.002575,            0.002575
                 377,            0.026854,            0.018999,           0.0012348,             0.93674,             0.95117,             0.98264,             0.77143,            0.019536,           0.0093915,          0.00094803,           0.0025552,           0.0025552,           0.0025552
                 378,            0.028215,            0.016385,           0.0013555,             0.93651,             0.94011,             0.98227,              0.7708,            0.019681,            0.009418,          0.00095582,           0.0025354,           0.0025354,           0.0025354
                 379,            0.029628,            0.021263,           0.0011324,             0.92114,             0.95155,             0.98214,              0.7768,            0.019381,           0.0094161,          0.00095666,           0.0025156,           0.0025156,           0.0025156
                 380,            0.028792,            0.018247,            0.001551,             0.93237,             0.94599,             0.98226,             0.78278,             0.01967,           0.0094757,          0.00095128,           0.0024958,           0.0024958,           0.0024958
                 381,            0.030804,            0.020219,           0.0014137,             0.92901,             0.94868,             0.98178,             0.77665,            0.019401,           0.0094602,          0.00094277,            0.002476,            0.002476,            0.002476
                 382,            0.027779,            0.018799,           0.0015681,             0.92814,             0.96184,              0.9826,             0.76869,            0.019729,           0.0094461,          0.00092514,           0.0024562,           0.0024562,           0.0024562
                 383,            0.027974,            0.019189,           0.0016817,              0.9218,             0.97309,             0.98359,             0.76853,            0.019956,           0.0094309,          0.00090656,           0.0024364,           0.0024364,           0.0024364
                 384,            0.029308,            0.026294,           0.0025973,             0.92482,             0.97495,             0.98431,             0.77763,            0.019599,           0.0094168,          0.00089683,           0.0024166,           0.0024166,           0.0024166
                 385,            0.028971,            0.019088,           0.0012098,             0.92157,             0.97542,              0.9839,             0.78483,             0.01931,            0.009464,          0.00088646,           0.0023968,           0.0023968,           0.0023968
                 386,            0.027843,            0.018285,           0.0019816,             0.92128,             0.97334,             0.98335,             0.77289,              0.0194,           0.0095375,          0.00088082,            0.002377,            0.002377,            0.002377
                 387,            0.025154,             0.01676,           0.0021643,             0.92326,             0.96293,             0.98313,             0.77961,            0.019526,           0.0095296,          0.00087881,           0.0023572,           0.0023572,           0.0023572
                 388,            0.029496,            0.023363,           0.0011956,             0.94297,             0.94763,             0.98347,             0.78905,            0.019146,           0.0094724,          0.00087214,           0.0023374,           0.0023374,           0.0023374
                 389,            0.026396,            0.017882,           0.0012438,              0.9478,             0.94064,             0.98331,             0.77814,            0.019233,           0.0094607,          0.00086977,           0.0023176,           0.0023176,           0.0023176
                 390,             0.02607,            0.016952,           0.0018918,             0.94038,             0.94711,             0.98313,             0.77591,             0.01903,           0.0094376,           0.0008692,           0.0022978,           0.0022978,           0.0022978
                 391,             0.02688,            0.017878,           0.0015244,             0.94736,             0.94656,              0.9824,             0.79971,            0.018499,           0.0093439,          0.00086181,            0.002278,            0.002278,            0.002278
                 392,            0.028893,            0.021287,           0.0011538,              0.9389,             0.95527,             0.98278,             0.79205,            0.019225,           0.0094202,          0.00085189,           0.0022582,           0.0022582,           0.0022582
                 393,            0.027699,            0.020487,           0.0068694,             0.92347,             0.95941,             0.98261,             0.79125,            0.018957,            0.009407,          0.00085625,           0.0022384,           0.0022384,           0.0022384
                 394,            0.026841,            0.018771,           0.0020537,             0.91908,             0.97422,             0.98281,             0.79072,            0.018934,           0.0094209,          0.00086054,           0.0022186,           0.0022186,           0.0022186
                 395,            0.029128,            0.020725,           0.0013037,             0.92213,             0.97305,             0.98243,             0.79287,             0.01871,           0.0093994,          0.00085623,           0.0021988,           0.0021988,           0.0021988
                 396,            0.027032,             0.01967,           0.0032511,             0.93032,             0.96645,             0.98328,             0.79513,            0.018671,           0.0093694,          0.00084345,            0.002179,            0.002179,            0.002179
                 397,            0.025344,            0.015582,            0.001186,              0.9288,             0.96516,             0.98332,              0.7933,            0.018575,           0.0093007,          0.00083814,           0.0021592,           0.0021592,           0.0021592
                 398,            0.024718,            0.015779,           0.0014901,             0.93184,             0.96738,             0.98357,             0.79686,            0.018467,           0.0092337,          0.00082449,           0.0021394,           0.0021394,           0.0021394
                 399,            0.028288,            0.021371,           0.0012303,              0.9218,             0.96283,             0.98312,             0.78572,            0.019111,           0.0092373,          0.00080299,           0.0021196,           0.0021196,           0.0021196
                 400,            0.029292,            0.023198,           0.0034218,             0.92365,              0.9616,             0.98411,             0.78439,            0.018837,           0.0091839,          0.00077923,           0.0020998,           0.0020998,           0.0020998
                 401,            0.027295,            0.015592,            0.001143,             0.93359,             0.95408,             0.98477,              0.7932,            0.018467,           0.0091298,          0.00076098,             0.00208,             0.00208,             0.00208
                 402,            0.025136,            0.017744,            0.001211,              0.9346,             0.95424,             0.98472,              0.7904,            0.018476,           0.0091219,          0.00075447,           0.0020602,           0.0020602,           0.0020602
                 403,            0.026789,            0.016483,           0.0011347,             0.92346,             0.95111,             0.98472,             0.79849,            0.018276,           0.0090973,          0.00075119,           0.0020404,           0.0020404,           0.0020404
                 404,            0.027603,            0.020623,           0.0013398,             0.90905,             0.96308,             0.98471,              0.7904,            0.018492,           0.0091028,          0.00074432,           0.0020206,           0.0020206,           0.0020206
                 405,            0.026775,              0.0183,           0.0012838,             0.91014,              0.9652,             0.98411,              0.7877,            0.018527,           0.0091071,           0.0007357,           0.0020008,           0.0020008,           0.0020008
                 406,            0.026521,            0.022579,           0.0016401,              0.9124,             0.96733,             0.98413,             0.79511,            0.018353,           0.0090933,          0.00072554,            0.001981,            0.001981,            0.001981
                 407,            0.027226,            0.031092,           0.0015433,             0.92092,             0.95796,             0.98425,             0.79828,            0.018505,           0.0090854,          0.00071842,           0.0019612,           0.0019612,           0.0019612
                 408,            0.027943,            0.018741,           0.0012346,             0.92881,             0.94832,             0.98425,             0.79315,            0.018506,           0.0090477,          0.00071815,           0.0019414,           0.0019414,           0.0019414
                 409,            0.026638,            0.016862,           0.0012251,             0.89817,             0.98406,              0.9843,             0.79844,            0.018292,           0.0090184,          0.00071501,           0.0019216,           0.0019216,           0.0019216
                 410,            0.027748,            0.028821,           0.0018883,              0.8988,             0.98368,             0.98421,             0.79599,            0.018351,           0.0090268,          0.00071067,           0.0019018,           0.0019018,           0.0019018
                 411,            0.028802,            0.018197,           0.0032683,             0.92197,             0.95944,             0.98426,             0.80017,            0.018074,           0.0089912,          0.00071344,            0.001882,            0.001882,            0.001882
                 412,            0.028091,            0.020558,           0.0011006,             0.92031,             0.96378,             0.98452,             0.79415,            0.018569,            0.009027,          0.00070972,           0.0018622,           0.0018622,           0.0018622
                 413,            0.027616,             0.01992,           0.0010685,             0.92165,             0.96404,             0.98465,             0.78367,            0.018336,           0.0090485,          0.00071163,           0.0018424,           0.0018424,           0.0018424
                 414,            0.026592,            0.020149,           0.0010845,             0.92243,              0.9559,             0.98452,             0.79489,             0.01839,           0.0090427,          0.00071401,           0.0018226,           0.0018226,           0.0018226
                 415,            0.026514,            0.017439,           0.0018108,             0.92083,             0.95986,             0.98425,             0.79837,            0.018304,           0.0090306,          0.00071437,           0.0018028,           0.0018028,           0.0018028
                 416,            0.027661,            0.019642,           0.0011441,              0.9242,             0.95355,             0.98404,             0.79499,            0.018109,           0.0089986,          0.00070099,            0.001783,            0.001783,            0.001783
                 417,            0.025651,            0.017206,           0.0012214,              0.9045,             0.97884,             0.98425,             0.80312,            0.018107,           0.0089965,          0.00069867,           0.0017632,           0.0017632,           0.0017632
                 418,            0.028124,            0.022653,           0.0017113,             0.90384,             0.98745,             0.98424,             0.80027,            0.018003,            0.009027,          0.00068686,           0.0017434,           0.0017434,           0.0017434
                 419,            0.028603,            0.020895,           0.0027824,             0.91992,              0.9768,             0.98458,             0.80647,            0.017927,           0.0090425,          0.00067661,           0.0017236,           0.0017236,           0.0017236
                 420,            0.026027,            0.015692,            0.001122,              0.9272,             0.98165,             0.98508,             0.80567,            0.018093,           0.0090175,          0.00067212,           0.0017038,           0.0017038,           0.0017038
                 421,             0.02498,            0.016708,           0.0009607,             0.92885,             0.97557,             0.98507,             0.79951,            0.017956,           0.0089939,          0.00065839,            0.001684,            0.001684,            0.001684
                 422,            0.027327,            0.018559,           0.0012926,              0.9294,             0.97375,             0.98472,             0.80287,            0.017888,           0.0089936,          0.00064888,           0.0016642,           0.0016642,           0.0016642
                 423,            0.025468,            0.020654,           0.0014116,             0.93048,             0.96668,             0.98487,             0.80088,            0.017901,            0.009042,          0.00063836,           0.0016444,           0.0016444,           0.0016444
                 424,            0.025593,            0.018127,           0.0012318,             0.93238,             0.96236,             0.98484,             0.80334,            0.017921,           0.0090678,          0.00062954,           0.0016246,           0.0016246,           0.0016246
                 425,            0.027439,            0.031397,           0.0037912,             0.93305,             0.95505,             0.98497,             0.80415,            0.017863,           0.0091014,          0.00062387,           0.0016048,           0.0016048,           0.0016048
                 426,            0.026041,            0.016567,           0.0012003,             0.94102,             0.93555,             0.98479,             0.80449,            0.017886,           0.0090721,          0.00061062,            0.001585,            0.001585,            0.001585
                 427,            0.024137,            0.015832,           0.0026506,             0.94142,             0.93621,             0.98468,             0.79994,             0.01786,           0.0090865,          0.00060174,           0.0015652,           0.0015652,           0.0015652
                 428,            0.024753,            0.016443,           0.0010817,             0.93238,             0.94684,             0.98456,             0.78982,            0.018421,           0.0090971,          0.00058869,           0.0015454,           0.0015454,           0.0015454
                 429,            0.027181,            0.022205,           0.0034974,             0.93296,             0.95017,             0.98444,             0.79784,            0.017927,           0.0090551,          0.00057734,           0.0015256,           0.0015256,           0.0015256
                 430,            0.024001,            0.017697,            0.001105,             0.94016,             0.94086,             0.98408,             0.79396,            0.018031,           0.0090687,          0.00056971,           0.0015058,           0.0015058,           0.0015058
                 431,            0.030352,            0.016065,           0.0019097,             0.91328,              0.9559,             0.98329,             0.80102,            0.017916,           0.0090623,          0.00056532,            0.001486,            0.001486,            0.001486
                 432,            0.027097,            0.017525,           0.0010063,             0.93047,             0.94553,             0.98354,             0.79949,            0.018095,           0.0090332,          0.00056566,           0.0014662,           0.0014662,           0.0014662
                 433,            0.023161,            0.015804,           0.0011009,             0.94362,              0.9302,             0.98402,             0.79887,            0.018151,           0.0090127,          0.00056014,           0.0014464,           0.0014464,           0.0014464
                 434,            0.027094,            0.017392,          0.00097079,              0.9443,             0.92593,             0.98412,             0.80308,            0.017906,            0.008975,          0.00055354,           0.0014266,           0.0014266,           0.0014266
                 435,            0.027146,            0.016811,           0.0010951,             0.94939,             0.93111,             0.98424,             0.80698,            0.017848,           0.0089679,          0.00054869,           0.0014068,           0.0014068,           0.0014068
                 436,            0.029074,            0.018209,           0.0012278,             0.95087,             0.92966,              0.9845,             0.81339,            0.017462,           0.0089433,          0.00054179,            0.001387,            0.001387,            0.001387
                 437,             0.02387,            0.014063,           0.0010755,              0.9532,             0.92547,             0.98462,             0.80475,            0.017909,           0.0089889,          0.00053703,           0.0013672,           0.0013672,           0.0013672
                 438,            0.023778,            0.012314,           0.0011007,             0.94813,             0.92816,             0.98493,             0.81006,            0.017856,            0.009001,          0.00053446,           0.0013474,           0.0013474,           0.0013474
                 439,            0.025506,            0.014883,           0.0010914,             0.95407,             0.92468,             0.98532,             0.80266,            0.017669,           0.0089977,          0.00052819,           0.0013276,           0.0013276,           0.0013276
                 440,            0.023217,            0.016013,           0.0014191,             0.93996,             0.93115,             0.98545,             0.80054,            0.017915,           0.0090356,          0.00052075,           0.0013078,           0.0013078,           0.0013078
                 441,             0.02686,             0.02078,           0.0012165,             0.94697,             0.92911,              0.9854,             0.80739,            0.017572,           0.0090327,          0.00051086,            0.001288,            0.001288,            0.001288
                 442,            0.024656,            0.016092,           0.0010088,             0.94056,             0.92714,              0.9851,              0.8103,            0.017582,           0.0090687,          0.00050481,           0.0012682,           0.0012682,           0.0012682
                 443,            0.024657,            0.021939,           0.0015789,             0.94622,              0.9251,             0.98479,             0.81178,            0.017652,           0.0090847,          0.00050213,           0.0012484,           0.0012484,           0.0012484
                 444,             0.02681,            0.024126,           0.0020939,             0.94886,             0.91821,              0.9848,             0.80233,            0.017787,           0.0090921,          0.00049912,           0.0012286,           0.0012286,           0.0012286
                 445,            0.027002,            0.022186,          0.00086423,                0.95,             0.91786,             0.98476,             0.80223,            0.017881,           0.0091178,          0.00049743,           0.0012088,           0.0012088,           0.0012088
                 446,            0.028683,            0.025816,           0.0035625,             0.95186,             0.92353,             0.98474,             0.80439,            0.017863,           0.0091259,          0.00049393,            0.001189,            0.001189,            0.001189
                 447,            0.025566,            0.017758,           0.0011425,             0.94971,             0.92588,             0.98501,              0.8098,            0.017799,           0.0091388,          0.00048875,           0.0011692,           0.0011692,           0.0011692
                 448,            0.029482,            0.027424,           0.0018226,             0.94674,             0.93711,             0.98495,             0.80873,            0.017486,           0.0090995,          0.00048692,           0.0011494,           0.0011494,           0.0011494
                 449,            0.025531,            0.018927,           0.0011863,             0.95658,             0.93331,             0.98513,              0.8071,            0.017284,           0.0090544,           0.0004812,           0.0011296,           0.0011296,           0.0011296
                 450,            0.024295,            0.019783,           0.0011639,             0.95839,              0.9229,             0.98514,             0.80286,            0.017473,           0.0090365,          0.00047299,           0.0011098,           0.0011098,           0.0011098
                 451,            0.026896,            0.018682,           0.0015925,             0.94684,             0.91959,             0.98492,             0.80874,            0.017342,            0.008985,          0.00046774,             0.00109,             0.00109,             0.00109
                 452,            0.023815,            0.017899,           0.0011003,             0.87381,             0.99034,             0.98478,             0.81448,            0.017474,           0.0089667,          0.00046221,           0.0010702,           0.0010702,           0.0010702
                 453,            0.026281,            0.020862,           0.0010183,              0.8767,             0.99138,              0.9853,             0.80681,            0.017478,           0.0089743,            0.000457,           0.0010504,           0.0010504,           0.0010504
                 454,            0.027825,            0.016844,          0.00093598,             0.88311,             0.98334,             0.98569,             0.80782,            0.017552,           0.0089765,          0.00045598,           0.0010306,           0.0010306,           0.0010306
                 455,            0.026511,            0.016355,           0.0017274,             0.88012,             0.98793,             0.98599,             0.80341,            0.017596,           0.0089796,          0.00045437,           0.0010108,           0.0010108,           0.0010108
                 456,            0.025849,            0.017031,          0.00095181,             0.89021,             0.98031,             0.98639,             0.80768,             0.01718,           0.0089471,          0.00044939,            0.000991,            0.000991,            0.000991
                 457,            0.024495,            0.022937,           0.0011411,             0.89081,             0.98197,             0.98687,             0.81848,             0.01696,           0.0089216,           0.0004466,           0.0009712,           0.0009712,           0.0009712
                 458,            0.024795,            0.018291,           0.0012049,             0.88766,             0.98408,             0.98608,             0.81526,            0.017096,           0.0089407,          0.00044176,           0.0009514,           0.0009514,           0.0009514
                 459,            0.022005,            0.016314,          0.00082961,             0.88602,             0.98544,             0.98586,              0.8188,            0.016982,           0.0089226,          0.00044042,           0.0009316,           0.0009316,           0.0009316
                 460,            0.030922,            0.026723,           0.0075334,             0.88256,             0.99088,             0.98534,             0.81866,            0.016858,           0.0089145,          0.00043683,           0.0009118,           0.0009118,           0.0009118
                 461,            0.023114,            0.016759,           0.0020133,             0.87872,             0.99116,              0.9851,             0.81624,            0.017253,           0.0089524,          0.00043225,            0.000892,            0.000892,            0.000892
                 462,            0.026349,            0.017716,          0.00094637,             0.87797,             0.98333,             0.98514,             0.82074,            0.016822,           0.0089011,          0.00042899,           0.0008722,           0.0008722,           0.0008722
                 463,            0.026721,            0.025634,            0.001987,              0.9593,             0.90544,             0.98451,             0.82503,            0.016905,           0.0089052,          0.00042684,           0.0008524,           0.0008524,           0.0008524
                 464,            0.026876,            0.017406,           0.0011027,             0.96046,             0.90609,             0.98488,             0.82266,             0.01686,           0.0088866,          0.00043001,           0.0008326,           0.0008326,           0.0008326
                 465,            0.023794,            0.015345,          0.00096455,             0.96662,             0.90833,              0.9848,             0.81919,             0.01695,           0.0088828,          0.00042931,           0.0008128,           0.0008128,           0.0008128
                 466,            0.027045,            0.015986,          0.00092543,             0.95743,             0.91839,             0.98492,             0.82124,            0.016995,           0.0088832,          0.00042937,            0.000793,            0.000793,            0.000793
                 467,             0.02423,            0.019128,           0.0013501,             0.95981,             0.91863,             0.98474,               0.814,             0.01705,           0.0088983,          0.00043001,           0.0007732,           0.0007732,           0.0007732
                 468,            0.025968,            0.019601,          0.00088188,             0.95152,             0.92426,             0.98487,             0.82502,            0.016929,           0.0088856,          0.00043017,           0.0007534,           0.0007534,           0.0007534
                 469,            0.025907,            0.018421,           0.0010229,             0.95527,             0.91542,             0.98496,             0.82661,            0.016685,           0.0088601,          0.00042867,           0.0007336,           0.0007336,           0.0007336
                 470,            0.024711,            0.018027,           0.0023855,             0.95518,             0.91838,             0.98501,              0.8225,            0.016733,           0.0088656,          0.00042817,           0.0007138,           0.0007138,           0.0007138
                 471,            0.023946,            0.017721,           0.0011592,             0.95428,             0.92043,             0.98509,              0.8271,            0.016579,           0.0088367,          0.00042387,            0.000694,            0.000694,            0.000694
                 472,             0.02777,            0.017798,           0.0011504,             0.95491,             0.91823,             0.98528,             0.82447,            0.016609,           0.0088327,          0.00041959,           0.0006742,           0.0006742,           0.0006742
                 473,            0.026146,            0.022679,           0.0012756,             0.94566,             0.92498,              0.9859,             0.82008,            0.016614,           0.0088246,          0.00041739,           0.0006544,           0.0006544,           0.0006544
                 474,            0.025103,            0.016246,          0.00087508,             0.95636,             0.92065,               0.986,             0.82033,            0.016786,           0.0088294,          0.00041779,           0.0006346,           0.0006346,           0.0006346
