               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.043756,            0.023421,            0.002783,             0.87391,             0.84305,             0.93597,             0.53487,            0.034647,            0.012829,           0.0022993,           0.0069508,           0.0069508,           0.0069508
                 156,            0.043157,            0.024826,           0.0031456,             0.83412,             0.90476,              0.9378,              0.5544,            0.033041,            0.012727,            0.002329,            0.006931,            0.006931,            0.006931
                 157,            0.041515,            0.024426,           0.0029157,             0.80702,              0.8884,             0.92192,             0.58032,            0.032221,            0.012656,           0.0023616,           0.0069112,           0.0069112,           0.0069112
                 158,             0.04301,            0.023836,           0.0029205,             0.82741,              0.8925,             0.93982,             0.58421,            0.032021,            0.012503,            0.002311,           0.0068914,           0.0068914,           0.0068914
                 159,            0.042139,             0.02226,           0.0026374,             0.84809,             0.86302,             0.94065,             0.56037,            0.032453,            0.012547,           0.0022868,           0.0068716,           0.0068716,           0.0068716
                 160,            0.040522,            0.021337,           0.0030567,               0.806,             0.90875,             0.94056,             0.53967,            0.032985,            0.012606,           0.0022507,           0.0068518,           0.0068518,           0.0068518
                 161,            0.046007,             0.02684,            0.010703,             0.80958,             0.91004,             0.94105,             0.53577,            0.034462,            0.012482,           0.0022101,            0.006832,            0.006832,            0.006832
                 162,            0.043677,             0.02252,            0.003291,             0.82883,               0.907,             0.94063,             0.58797,            0.031119,            0.012411,            0.002235,           0.0068122,           0.0068122,           0.0068122
                 163,             0.04362,            0.022242,           0.0030887,             0.86058,             0.91922,             0.94434,             0.55907,            0.033093,            0.012318,           0.0021941,           0.0067924,           0.0067924,           0.0067924
                 164,            0.040868,            0.023507,           0.0031421,             0.84732,             0.92141,             0.94746,             0.56846,            0.030815,            0.012246,           0.0022115,           0.0067726,           0.0067726,           0.0067726
                 165,            0.039998,            0.023075,           0.0025512,             0.84918,             0.91407,             0.94296,             0.58253,            0.031167,            0.012323,           0.0021991,           0.0067528,           0.0067528,           0.0067528
                 166,            0.041703,            0.022854,           0.0029681,             0.82182,             0.90337,             0.93282,             0.55607,            0.032795,            0.012345,           0.0021795,            0.006733,            0.006733,            0.006733
                 167,            0.045878,            0.031062,           0.0030031,             0.83823,             0.90543,              0.9364,             0.56607,            0.032737,            0.012228,           0.0021927,           0.0067132,           0.0067132,           0.0067132
                 168,            0.040639,            0.021381,            0.002958,             0.78707,              0.9157,             0.92792,             0.55847,            0.031849,            0.012268,           0.0021924,           0.0066934,           0.0066934,           0.0066934
                 169,            0.042599,            0.027006,           0.0027619,              0.8447,             0.90606,             0.92854,             0.59433,            0.030136,            0.012273,           0.0021714,           0.0066736,           0.0066736,           0.0066736
                 170,            0.040194,            0.022469,            0.003204,             0.85879,             0.89721,             0.94027,             0.58606,            0.031383,            0.012108,           0.0022065,           0.0066538,           0.0066538,           0.0066538
                 171,            0.039133,            0.021971,           0.0082988,             0.82851,             0.92545,             0.93978,             0.60903,            0.029633,            0.012153,           0.0022484,            0.006634,            0.006634,            0.006634
                 172,            0.039813,             0.02141,           0.0034752,             0.83099,             0.91342,             0.93871,             0.58866,            0.030621,             0.01232,           0.0023069,           0.0066142,           0.0066142,           0.0066142
                 173,            0.041056,            0.022019,           0.0026153,             0.79672,             0.93628,             0.94544,             0.57694,            0.030189,            0.012133,           0.0023884,           0.0065944,           0.0065944,           0.0065944
                 174,            0.040571,            0.027401,           0.0029922,             0.86183,             0.93088,             0.94792,             0.60166,            0.029657,            0.012102,           0.0024287,           0.0065746,           0.0065746,           0.0065746
                 175,            0.037868,            0.021377,           0.0032155,             0.86247,             0.91059,             0.94599,             0.58628,            0.030495,            0.012168,           0.0023302,           0.0065548,           0.0065548,           0.0065548
                 176,            0.037661,            0.020734,           0.0028838,              0.8102,             0.92003,             0.91866,             0.54764,            0.032023,            0.012279,           0.0022401,            0.006535,            0.006535,            0.006535
                 177,            0.041263,            0.034755,           0.0075334,             0.88817,             0.91501,             0.94642,             0.57631,            0.031211,            0.013019,           0.0022162,           0.0065152,           0.0065152,           0.0065152
                 178,            0.041968,            0.019274,           0.0051111,             0.85079,             0.92762,             0.92449,              0.5717,            0.030575,            0.012632,           0.0021804,           0.0064954,           0.0064954,           0.0064954
                 179,            0.036699,            0.020315,           0.0038488,             0.87054,             0.90566,             0.94455,             0.58508,            0.030233,            0.012186,           0.0021299,           0.0064756,           0.0064756,           0.0064756
                 180,            0.040265,            0.021565,           0.0027648,             0.88342,             0.89915,              0.9486,             0.59812,            0.030786,             0.01206,           0.0020471,           0.0064558,           0.0064558,           0.0064558
                 181,            0.041194,            0.022052,           0.0027867,             0.85006,             0.91057,             0.94419,             0.59547,             0.02989,            0.012157,           0.0019843,            0.006436,            0.006436,            0.006436
                 182,            0.039945,            0.019197,            0.003036,             0.84729,             0.91021,              0.9443,             0.55721,            0.032005,              0.0124,           0.0019764,           0.0064162,           0.0064162,           0.0064162
                 183,            0.040193,            0.024952,           0.0043302,             0.84583,             0.91633,             0.94634,             0.60433,            0.030396,            0.012351,           0.0019922,           0.0063964,           0.0063964,           0.0063964
                 184,            0.041672,             0.02359,             0.00525,             0.86411,             0.90819,              0.9422,             0.60569,            0.029848,            0.012272,           0.0020438,           0.0063766,           0.0063766,           0.0063766
                 185,            0.039067,            0.024034,           0.0034265,             0.89842,             0.90359,             0.94975,             0.60012,            0.030289,            0.012036,           0.0020462,           0.0063568,           0.0063568,           0.0063568
                 186,            0.037661,            0.018285,           0.0028698,             0.87047,             0.92778,             0.95421,             0.58668,            0.029406,             0.01208,           0.0020544,            0.006337,            0.006337,            0.006337
                 187,            0.037095,            0.017231,           0.0023309,             0.87024,             0.91525,             0.95269,             0.61343,            0.030845,            0.011975,           0.0020725,           0.0063172,           0.0063172,           0.0063172
                 188,            0.037332,            0.022275,           0.0041787,             0.88396,             0.92222,             0.95486,             0.62562,            0.029934,            0.011898,           0.0021135,           0.0062974,           0.0062974,           0.0062974
                 189,             0.04123,            0.024198,           0.0029287,             0.88857,             0.91873,             0.95068,             0.61437,            0.029765,            0.011855,           0.0021405,           0.0062776,           0.0062776,           0.0062776
                 190,            0.032292,            0.020298,           0.0027719,             0.86969,             0.90662,              0.9521,             0.61207,            0.029219,            0.011973,           0.0021151,           0.0062578,           0.0062578,           0.0062578
                 191,            0.037557,            0.020259,           0.0031824,             0.85459,             0.91393,             0.95053,             0.63134,            0.028912,            0.011984,           0.0021165,            0.006238,            0.006238,            0.006238
                 192,            0.039818,            0.024995,           0.0026078,             0.85206,              0.9179,             0.94882,             0.60944,            0.030314,            0.011997,           0.0021014,           0.0062182,           0.0062182,           0.0062182
                 193,            0.036658,            0.017645,           0.0026655,              0.8608,             0.91385,              0.9513,             0.62563,            0.028863,            0.011934,           0.0020866,           0.0061984,           0.0061984,           0.0061984
                 194,            0.035733,            0.021707,            0.003126,             0.87545,             0.90791,             0.95379,             0.63463,            0.028703,            0.011876,           0.0020658,           0.0061786,           0.0061786,           0.0061786
                 195,            0.034359,            0.017363,           0.0023133,              0.8744,             0.91163,             0.95332,             0.61245,            0.029448,            0.011986,           0.0020077,           0.0061588,           0.0061588,           0.0061588
                 196,            0.039458,            0.032064,           0.0040183,             0.85723,             0.94453,             0.95411,             0.62185,            0.028658,             0.01206,           0.0019475,            0.006139,            0.006139,            0.006139
                 197,            0.039207,            0.025154,           0.0029673,               0.852,             0.94225,             0.95265,             0.61714,            0.028671,            0.012116,           0.0018941,           0.0061192,           0.0061192,           0.0061192
                 198,            0.036959,            0.018362,           0.0026602,             0.84242,             0.94982,             0.95238,             0.60685,            0.028966,             0.01212,           0.0018801,           0.0060994,           0.0060994,           0.0060994
                 199,            0.039129,             0.02125,           0.0029824,             0.84765,             0.93409,             0.94933,             0.61634,            0.028657,            0.011965,           0.0018742,           0.0060796,           0.0060796,           0.0060796
                 200,            0.037299,            0.019087,           0.0019901,             0.85618,             0.93792,             0.94995,             0.63151,             0.02905,            0.012045,           0.0018734,           0.0060598,           0.0060598,           0.0060598
                 201,            0.038208,            0.022988,           0.0022579,             0.91381,             0.88707,             0.95569,             0.59808,            0.029263,            0.012105,            0.001833,             0.00604,             0.00604,             0.00604
                 202,            0.038202,            0.020807,           0.0021539,             0.93947,              0.8925,             0.95718,             0.63596,            0.028817,            0.011988,           0.0018381,           0.0060202,           0.0060202,           0.0060202
                 203,            0.037256,            0.019925,            0.003137,             0.93612,             0.88738,             0.95807,             0.63405,            0.029132,            0.011798,           0.0018513,           0.0060004,           0.0060004,           0.0060004
                 204,            0.040059,            0.020947,           0.0041252,             0.87926,             0.89566,             0.95578,              0.6594,            0.027726,            0.011721,           0.0018665,           0.0059806,           0.0059806,           0.0059806
                 205,            0.039255,            0.025162,           0.0021719,             0.86133,             0.94396,             0.95692,             0.61972,            0.030268,            0.011641,           0.0018702,           0.0059608,           0.0059608,           0.0059608
                 206,            0.040755,            0.020932,           0.0022199,             0.86714,             0.90881,             0.95618,             0.57299,            0.031342,            0.011886,           0.0018713,            0.005941,            0.005941,            0.005941
                 207,            0.040397,            0.022678,           0.0030146,             0.85937,             0.91928,             0.95444,             0.61923,             0.02906,            0.011588,           0.0019026,           0.0059212,           0.0059212,           0.0059212
                 208,            0.040854,            0.031557,           0.0028323,             0.85139,             0.93389,             0.95822,             0.61519,            0.028968,            0.011602,           0.0018958,           0.0059014,           0.0059014,           0.0059014
                 209,            0.044308,            0.018332,            0.010327,             0.86212,             0.94025,              0.9594,                0.65,            0.027349,            0.011662,           0.0018952,           0.0058816,           0.0058816,           0.0058816
                 210,            0.035588,            0.020868,            0.002604,              0.8446,             0.94901,             0.95706,             0.62236,            0.028663,            0.011683,           0.0018892,           0.0058618,           0.0058618,           0.0058618
                 211,            0.039054,             0.01883,           0.0028812,             0.83608,               0.944,             0.95715,             0.65195,            0.027087,            0.011669,            0.001905,            0.005842,            0.005842,            0.005842
                 212,            0.036622,             0.01916,           0.0025952,             0.83715,             0.93807,              0.9567,             0.65532,            0.027258,            0.011683,           0.0019077,           0.0058222,           0.0058222,           0.0058222
                 213,            0.037005,             0.02196,           0.0043116,             0.84157,             0.94469,             0.95745,             0.66258,            0.026935,             0.01162,           0.0018974,           0.0058024,           0.0058024,           0.0058024
                 214,             0.03176,             0.02009,           0.0026635,             0.83495,             0.94952,             0.95162,              0.6431,            0.027818,            0.011681,           0.0018787,           0.0057826,           0.0057826,           0.0057826
                 215,            0.037294,            0.022147,           0.0022794,             0.85862,             0.89595,              0.9479,             0.63419,            0.029028,            0.011703,           0.0018372,           0.0057628,           0.0057628,           0.0057628
                 216,            0.033058,            0.020481,           0.0021746,             0.87216,             0.88637,             0.94817,             0.62201,            0.027978,            0.011771,            0.001855,            0.005743,            0.005743,            0.005743
                 217,            0.035066,            0.026119,           0.0025859,             0.87906,               0.872,             0.94949,             0.63031,            0.028102,            0.011774,            0.001868,           0.0057232,           0.0057232,           0.0057232
                 218,            0.038261,            0.020745,           0.0023963,             0.87222,               0.892,             0.95588,             0.61555,            0.028278,            0.011621,            0.001874,           0.0057034,           0.0057034,           0.0057034
                 219,            0.037427,             0.02146,            0.002213,             0.86834,             0.91984,             0.95968,             0.62949,            0.028285,            0.011369,           0.0018755,           0.0056836,           0.0056836,           0.0056836
                 220,             0.03658,            0.020617,           0.0024586,             0.90421,             0.91492,             0.96473,             0.65262,            0.027259,            0.011347,           0.0018747,           0.0056638,           0.0056638,           0.0056638
                 221,            0.034934,            0.021879,           0.0023763,             0.87766,             0.94168,             0.96511,             0.64325,            0.027624,             0.01131,           0.0018599,            0.005644,            0.005644,            0.005644
                 222,            0.038321,            0.027338,            0.003304,             0.91125,             0.92018,             0.96742,              0.6567,            0.027174,            0.011406,           0.0018166,           0.0056242,           0.0056242,           0.0056242
                 223,            0.035346,            0.017893,           0.0071766,             0.88904,             0.92014,             0.96563,             0.65114,            0.027446,            0.011523,           0.0018033,           0.0056044,           0.0056044,           0.0056044
                 224,              0.0376,            0.031793,            0.004454,             0.87748,             0.93197,             0.96266,             0.62641,            0.027884,            0.011665,           0.0018138,           0.0055846,           0.0055846,           0.0055846
                 225,            0.037104,            0.023667,           0.0020467,             0.88948,             0.94472,             0.96611,             0.63304,            0.027772,            0.011582,            0.001805,           0.0055648,           0.0055648,           0.0055648
                 226,            0.036232,            0.022429,           0.0023364,             0.88258,             0.93952,              0.9657,             0.64894,            0.027292,            0.011487,             0.00184,            0.005545,            0.005545,            0.005545
                 227,            0.037201,            0.033867,           0.0026706,             0.87553,             0.94027,             0.96575,             0.64155,            0.026919,            0.011647,           0.0018335,           0.0055252,           0.0055252,           0.0055252
                 228,            0.039741,            0.024316,           0.0075085,              0.8933,             0.91807,             0.96508,             0.64954,            0.025903,             0.01171,           0.0018334,           0.0055054,           0.0055054,           0.0055054
                 229,            0.037562,            0.031685,           0.0035794,             0.89904,              0.9243,             0.96524,              0.6305,            0.026886,            0.011718,           0.0018179,           0.0054856,           0.0054856,           0.0054856
                 230,            0.035507,            0.024294,           0.0027735,             0.89099,             0.93335,             0.96544,             0.64106,            0.026547,            0.011473,           0.0017902,           0.0054658,           0.0054658,           0.0054658
                 231,            0.036349,            0.024177,           0.0033809,             0.89537,             0.94563,             0.96329,             0.63994,            0.027252,              0.0113,           0.0017648,            0.005446,            0.005446,            0.005446
                 232,            0.038219,            0.021003,           0.0031461,             0.89059,             0.94478,             0.96388,             0.67306,            0.026421,            0.011143,           0.0017953,           0.0054262,           0.0054262,           0.0054262
                 233,            0.038668,             0.01914,           0.0038029,             0.87853,             0.95362,               0.966,             0.69351,            0.025652,            0.011101,           0.0018377,           0.0054064,           0.0054064,           0.0054064
                 234,            0.040141,            0.027619,           0.0038814,             0.91659,             0.91678,             0.96785,              0.6921,            0.025874,            0.011184,           0.0018847,           0.0053866,           0.0053866,           0.0053866
                 235,            0.038333,            0.017201,           0.0058937,             0.92542,             0.90928,             0.96885,             0.67261,            0.026114,            0.011323,           0.0018572,           0.0053668,           0.0053668,           0.0053668
                 236,            0.036857,            0.019032,            0.003051,             0.92125,             0.92071,             0.96784,             0.68231,            0.025496,            0.011332,            0.001791,            0.005347,            0.005347,            0.005347
                 237,            0.033491,            0.016514,           0.0030304,             0.91125,             0.91465,             0.96678,             0.69017,            0.025579,            0.011396,           0.0017904,           0.0053272,           0.0053272,           0.0053272
                 238,             0.03525,            0.018922,           0.0022509,              0.9023,             0.94004,             0.96959,              0.6416,            0.026528,             0.01148,            0.001767,           0.0053074,           0.0053074,           0.0053074
                 239,            0.037092,            0.021482,           0.0028439,             0.90251,             0.92112,             0.96857,             0.64078,            0.026502,            0.011493,           0.0017295,           0.0052876,           0.0052876,           0.0052876
                 240,            0.034193,            0.017703,           0.0019256,             0.89356,             0.92399,             0.96621,             0.67161,            0.026097,            0.011339,            0.001718,           0.0052678,           0.0052678,           0.0052678
                 241,             0.03549,            0.023875,           0.0022579,             0.90694,             0.89835,             0.96443,             0.67206,            0.026014,            0.011243,           0.0016795,            0.005248,            0.005248,            0.005248
                 242,            0.033791,            0.023171,             0.00226,             0.88715,             0.92329,             0.96187,             0.67052,            0.026228,            0.011138,           0.0016833,           0.0052282,           0.0052282,           0.0052282
                 243,            0.034664,            0.018219,            0.003744,             0.88311,             0.94302,              0.9647,             0.64634,            0.026597,            0.011114,           0.0016852,           0.0052084,           0.0052084,           0.0052084
                 244,            0.035119,            0.019163,           0.0024839,             0.88081,             0.95992,             0.96715,             0.65817,            0.025968,            0.011066,           0.0016702,           0.0051886,           0.0051886,           0.0051886
                 245,             0.03632,            0.022156,           0.0022202,             0.90525,             0.94493,             0.96902,             0.66632,            0.026496,            0.011068,           0.0016653,           0.0051688,           0.0051688,           0.0051688
                 246,            0.036847,             0.02471,           0.0070487,             0.90953,             0.93571,             0.96967,             0.68966,            0.024334,            0.011017,           0.0016591,            0.005149,            0.005149,            0.005149
                 247,            0.036853,            0.022847,           0.0022209,             0.91094,             0.93595,               0.969,             0.67286,             0.02541,            0.011055,           0.0016461,           0.0051292,           0.0051292,           0.0051292
                 248,            0.039082,            0.026064,           0.0022949,             0.91063,              0.9319,             0.96792,              0.6678,            0.025898,            0.011323,           0.0016444,           0.0051094,           0.0051094,           0.0051094
                 249,            0.032732,            0.022194,           0.0020738,             0.91321,             0.91852,             0.95832,             0.67123,            0.025664,            0.011314,           0.0016582,           0.0050896,           0.0050896,           0.0050896
                 250,            0.034048,            0.020832,           0.0025844,              0.9035,             0.93365,              0.9677,              0.6821,            0.025439,            0.011276,           0.0016648,           0.0050698,           0.0050698,           0.0050698
                 251,            0.036018,            0.021538,           0.0053238,             0.89983,              0.9254,             0.96621,             0.67708,            0.026082,            0.011248,           0.0016636,             0.00505,             0.00505,             0.00505
                 252,             0.03331,            0.019455,           0.0023285,             0.89026,             0.92641,             0.96662,             0.67885,            0.026204,            0.011297,           0.0016584,           0.0050302,           0.0050302,           0.0050302
                 253,             0.03434,            0.018815,           0.0030901,             0.85984,             0.93987,             0.96465,             0.69408,             0.02506,            0.011434,           0.0016631,           0.0050104,           0.0050104,           0.0050104
                 254,            0.029643,            0.016978,           0.0018568,             0.87385,             0.91943,             0.96529,             0.68231,            0.025353,            0.011311,           0.0016647,           0.0049906,           0.0049906,           0.0049906
                 255,            0.038937,            0.020507,           0.0026834,             0.91116,             0.90547,             0.96755,             0.66552,            0.025271,             0.01126,           0.0016798,           0.0049708,           0.0049708,           0.0049708
                 256,            0.034187,            0.019712,           0.0020415,              0.8621,             0.94376,             0.96442,             0.65744,            0.025569,            0.011401,           0.0016984,            0.004951,            0.004951,            0.004951
                 257,            0.035089,            0.023086,           0.0019176,             0.87004,             0.93376,             0.96504,             0.69349,            0.024341,            0.011216,            0.001708,           0.0049312,           0.0049312,           0.0049312
                 258,            0.032863,            0.016194,            0.002746,             0.91201,             0.91076,             0.96579,             0.69939,            0.024488,            0.011114,           0.0017424,           0.0049114,           0.0049114,           0.0049114
                 259,            0.034028,             0.02079,           0.0023511,             0.89065,             0.91922,             0.96452,             0.68369,            0.025958,            0.011179,           0.0017442,           0.0048916,           0.0048916,           0.0048916
                 260,            0.037407,            0.022792,           0.0040086,              0.8988,             0.91446,             0.96457,             0.63025,             0.02631,             0.01136,           0.0016599,           0.0048718,           0.0048718,           0.0048718
                 261,            0.034872,            0.022928,            0.002623,              0.9166,             0.90476,             0.96316,             0.66062,            0.026246,            0.011355,           0.0016347,            0.004852,            0.004852,            0.004852
                 262,            0.033693,             0.01913,            0.002039,             0.91125,             0.90488,             0.96437,             0.66979,             0.02517,            0.011107,           0.0016291,           0.0048322,           0.0048322,           0.0048322
                 263,            0.034563,            0.020821,           0.0023365,             0.93823,             0.88529,             0.96914,             0.66846,            0.025351,            0.011034,            0.001631,           0.0048124,           0.0048124,           0.0048124
                 264,            0.031793,            0.018261,           0.0024614,             0.89358,              0.9288,             0.97271,             0.67526,            0.026093,            0.011028,           0.0016398,           0.0047926,           0.0047926,           0.0047926
                 265,            0.033682,            0.018896,           0.0020404,             0.85651,             0.95787,             0.97187,             0.67762,            0.024314,             0.01101,           0.0016494,           0.0047728,           0.0047728,           0.0047728
                 266,              0.0358,             0.02069,           0.0021897,             0.88724,             0.93854,             0.97285,             0.69013,            0.024853,            0.011006,           0.0016155,            0.004753,            0.004753,            0.004753
                 267,            0.034321,            0.018364,           0.0022958,             0.89166,             0.92596,             0.96931,              0.6846,            0.024844,            0.011026,           0.0015983,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030921,            0.019788,            0.002075,             0.89142,             0.91337,             0.96818,             0.67905,            0.025326,            0.011031,           0.0015687,           0.0047134,           0.0047134,           0.0047134
                 269,            0.036225,            0.021312,           0.0020882,             0.87749,              0.9343,             0.96977,             0.68893,            0.025645,            0.010903,           0.0015534,           0.0046936,           0.0046936,           0.0046936
                 270,             0.03379,            0.020849,           0.0020475,             0.86924,             0.95257,             0.97043,             0.68862,             0.02505,             0.01087,            0.001542,           0.0046738,           0.0046738,           0.0046738
                 271,            0.033613,            0.022366,           0.0017975,             0.89939,             0.93336,             0.97063,             0.70324,            0.024164,            0.010745,           0.0015213,            0.004654,            0.004654,            0.004654
                 272,            0.029307,            0.016634,           0.0016075,             0.90832,             0.92326,             0.96987,             0.66863,            0.024695,            0.010762,           0.0015269,           0.0046342,           0.0046342,           0.0046342
                 273,              0.0341,            0.022064,             0.00183,             0.92377,             0.90695,             0.97236,             0.70922,            0.024119,            0.010618,           0.0015447,           0.0046144,           0.0046144,           0.0046144
                 274,            0.033061,             0.02255,           0.0022132,             0.89579,             0.92065,             0.97334,             0.69878,            0.023761,            0.010509,           0.0015346,           0.0045946,           0.0045946,           0.0045946
                 275,            0.033255,            0.021919,           0.0021688,             0.92359,             0.90667,             0.97283,             0.69909,            0.023337,            0.010458,           0.0015169,           0.0045748,           0.0045748,           0.0045748
                 276,            0.032414,                0.02,           0.0020738,             0.93949,             0.90729,             0.97488,              0.6993,            0.023871,            0.010497,           0.0015058,            0.004555,            0.004555,            0.004555
                 277,            0.033671,              0.0185,           0.0020736,             0.93429,             0.91011,             0.97237,              0.6929,            0.024642,            0.010513,           0.0015214,           0.0045352,           0.0045352,           0.0045352
                 278,            0.034431,            0.020168,           0.0027868,             0.93539,             0.91616,             0.97273,             0.69332,            0.023626,            0.010446,           0.0015072,           0.0045154,           0.0045154,           0.0045154
                 279,            0.033052,            0.022299,             0.00177,             0.93409,             0.90704,             0.97162,             0.70752,            0.023693,            0.010395,            0.001486,           0.0044956,           0.0044956,           0.0044956
                 280,            0.033738,            0.022534,           0.0021521,             0.93311,             0.90965,             0.97063,             0.70155,            0.023497,            0.010528,           0.0014697,           0.0044758,           0.0044758,           0.0044758
                 281,            0.035681,            0.020561,           0.0024166,             0.92528,             0.90582,             0.97201,             0.69612,            0.025348,            0.010597,           0.0014628,            0.004456,            0.004456,            0.004456
                 282,            0.034626,            0.023583,           0.0019322,             0.93146,             0.90365,             0.96961,             0.69649,            0.025092,             0.01064,           0.0014685,           0.0044362,           0.0044362,           0.0044362
                 283,            0.034489,            0.017475,           0.0019474,             0.87877,             0.92781,             0.97074,             0.69679,            0.023685,            0.010533,           0.0014769,           0.0044164,           0.0044164,           0.0044164
                 284,            0.033514,            0.021575,           0.0016461,             0.88636,             0.93117,             0.97136,             0.71013,            0.023722,            0.010452,           0.0014757,           0.0043966,           0.0043966,           0.0043966
                 285,            0.034795,            0.021895,           0.0020578,             0.88958,             0.93685,             0.97227,             0.69672,            0.024493,            0.010435,           0.0014719,           0.0043768,           0.0043768,           0.0043768
                 286,            0.032502,            0.019678,           0.0023045,             0.88893,             0.94723,             0.97402,             0.70783,            0.024206,            0.010411,           0.0014772,            0.004357,            0.004357,            0.004357
                 287,            0.034152,            0.019986,           0.0022901,             0.89448,             0.93995,             0.97406,             0.72168,             0.02311,            0.010423,           0.0014784,           0.0043372,           0.0043372,           0.0043372
                 288,            0.034527,            0.021259,            0.001866,             0.91848,             0.91697,             0.97282,             0.71588,            0.023664,            0.010455,           0.0014766,           0.0043174,           0.0043174,           0.0043174
                 289,             0.02856,            0.017066,           0.0017941,              0.9125,             0.92745,             0.97371,             0.70947,            0.023611,            0.010511,           0.0014734,           0.0042976,           0.0042976,           0.0042976
                 290,            0.029884,            0.015758,           0.0020148,             0.89976,             0.93028,              0.9722,             0.72083,            0.024267,            0.010599,            0.001476,           0.0042778,           0.0042778,           0.0042778
                 291,            0.033631,            0.018904,           0.0020637,             0.89437,             0.93002,             0.96925,             0.71786,            0.023736,            0.010567,           0.0014806,            0.004258,            0.004258,            0.004258
                 292,            0.030535,            0.017581,           0.0020009,             0.89016,             0.93003,              0.9708,             0.71742,            0.023477,            0.010605,           0.0014846,           0.0042382,           0.0042382,           0.0042382
                 293,            0.030276,            0.019621,           0.0018955,             0.88852,             0.94278,             0.97399,             0.72197,            0.023087,            0.010512,           0.0014632,           0.0042184,           0.0042184,           0.0042184
                 294,            0.033297,            0.024505,           0.0022694,             0.92185,             0.91674,             0.97634,             0.72408,            0.023114,            0.010363,           0.0014537,           0.0041986,           0.0041986,           0.0041986
                 295,            0.032604,            0.022034,           0.0019675,             0.88735,             0.94803,             0.97598,             0.70814,            0.023159,            0.010336,           0.0014425,           0.0041788,           0.0041788,           0.0041788
                 296,            0.033153,            0.024753,           0.0026873,             0.92437,             0.92141,             0.97514,             0.71108,            0.023613,            0.010355,           0.0014355,            0.004159,            0.004159,            0.004159
                 297,            0.032024,            0.020951,           0.0019941,             0.91312,             0.93474,             0.97475,             0.72202,            0.023165,            0.010264,           0.0014227,           0.0041392,           0.0041392,           0.0041392
                 298,            0.032088,            0.019033,           0.0017986,             0.91403,             0.94451,             0.97475,             0.71082,            0.023226,            0.010277,           0.0014067,           0.0041194,           0.0041194,           0.0041194
                 299,            0.030558,            0.019109,           0.0017845,             0.90925,             0.94957,             0.97494,             0.73624,            0.022693,            0.010304,           0.0014148,           0.0040996,           0.0040996,           0.0040996
                 300,            0.032246,            0.020101,           0.0019778,             0.91546,             0.93424,             0.97511,             0.72656,            0.022843,            0.010295,           0.0014106,           0.0040798,           0.0040798,           0.0040798
                 301,             0.03226,            0.021432,            0.002027,              0.9138,             0.94038,             0.97535,             0.73465,            0.021599,            0.010226,           0.0013741,             0.00406,             0.00406,             0.00406
                 302,            0.031411,            0.019674,             0.00163,             0.89527,             0.95195,             0.97636,             0.73477,            0.022417,            0.010197,           0.0013505,           0.0040402,           0.0040402,           0.0040402
                 303,            0.030857,            0.018796,           0.0024294,              0.8831,             0.96595,             0.97564,             0.73191,            0.022864,            0.010211,           0.0013319,           0.0040204,           0.0040204,           0.0040204
                 304,            0.032794,            0.019245,           0.0021945,             0.88635,             0.97092,             0.97647,              0.7482,            0.021533,            0.010144,           0.0013277,           0.0040006,           0.0040006,           0.0040006
                 305,            0.031986,             0.01791,            0.001817,               0.921,             0.91981,             0.97712,             0.73194,            0.022052,            0.010146,           0.0013115,           0.0039808,           0.0039808,           0.0039808
                 306,            0.031459,            0.021155,           0.0016936,             0.92077,             0.93624,             0.97734,              0.7449,            0.021589,            0.010059,           0.0012963,            0.003961,            0.003961,            0.003961
                 307,             0.03056,            0.018019,           0.0017222,             0.91528,              0.9486,             0.97559,             0.71703,            0.023227,            0.010176,           0.0012776,           0.0039412,           0.0039412,           0.0039412
                 308,            0.030075,            0.019487,           0.0018672,              0.9145,              0.9545,              0.9746,             0.71976,            0.022417,            0.010125,           0.0012834,           0.0039214,           0.0039214,           0.0039214
                 309,            0.032862,            0.020327,            0.002999,              0.9154,             0.95823,             0.97503,             0.73854,            0.021875,            0.010151,           0.0012851,           0.0039016,           0.0039016,           0.0039016
                 310,            0.029506,            0.014802,           0.0018506,             0.91416,              0.9554,             0.97498,             0.74544,            0.021576,            0.010165,           0.0013126,           0.0038818,           0.0038818,           0.0038818
                 311,            0.030604,            0.021128,           0.0019857,             0.89052,             0.96484,             0.97394,              0.7266,            0.022837,            0.010247,           0.0013199,            0.003862,            0.003862,            0.003862
                 312,             0.03225,            0.021983,           0.0018214,             0.90589,             0.95858,             0.97381,             0.73285,            0.021876,            0.010204,           0.0013148,           0.0038422,           0.0038422,           0.0038422
                 313,            0.029713,            0.015556,           0.0023515,              0.8882,             0.96712,              0.9728,             0.73177,            0.022353,            0.010223,           0.0013214,           0.0038224,           0.0038224,           0.0038224
                 314,            0.031575,            0.020679,           0.0019878,             0.89167,             0.97091,             0.97167,             0.71638,            0.022356,            0.010213,           0.0013201,           0.0038026,           0.0038026,           0.0038026
                 315,            0.034994,            0.015719,           0.0075688,             0.93121,             0.92846,             0.97178,             0.73132,            0.021647,            0.010176,           0.0013372,           0.0037828,           0.0037828,           0.0037828
